kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_depth,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec
10811496,"K00753.01","FALSE POSITIVE",19.89913995,1.494e-05,-1.494e-05,1.7822,10829,14.6,3.92,-1.31,638.0,39.30,0.969,76.30,5853.00,4.544,0.8680,297.004820,48.134129
10848459,"K00754.01","FALSE POSITIVE",1.736952453,2.63e-07,-2.63e-07,2.40641,8079.2,33.46,8.5,-2.83,1395.0,891.96,1.276,505.60,5805.00,4.564,0.7910,285.534610,48.285210
10854555,"K00755.01","CONFIRMED",2.525591777,3.761e-06,-3.761e-06,1.6545,603.3,2.75,0.88,-0.35,1406.0,926.16,0.701,40.90,6031.00,4.438,1.0460,288.754880,48.226200
10872983,"K00756.01","CONFIRMED",11.09432054,2.036e-05,-2.036e-05,4.5945,1517.5,3.9,1.27,-0.42,835.0,114.81,0.538,66.50,6046.00,4.486,0.9720,296.286130,48.224670
10872983,"K00756.02","CONFIRMED",4.13443512,1.046e-05,-1.046e-05,3.1402,686,2.77,0.9,-0.3,1160.0,427.65,0.762,40.20,6046.00,4.486,0.9720,296.286130,48.224670
9579641,"K00115.03","CANDIDATE",3.43591631,4.729e-05,-4.729e-05,3.133,23.2,0.55,0.08,-0.07,1272.0,617.61,0.624,8.70,5779.00,4.339,1.0870,287.887330,46.276241
10872983,"K00756.03","CONFIRMED",2.56658897,1.781e-05,-1.781e-05,2.429,226.5,1.59,0.52,-0.17,1360.0,807.74,0.755,15.00,6046.00,4.486,0.9720,296.286130,48.224670
5436502,"K00834.01","CONFIRMED",23.65369415,1.748e-05,-1.748e-05,8.2183,3341.8,7.89,1.38,-1.52,731.0,67.65,0.008,266.30,5739.00,4.191,1.3840,287.897130,40.637821
5436502,"K00834.02","CONFIRMED",13.23352214,4.503e-05,-4.503e-05,6.7372,504.6,3.06,0.54,-0.58,888.0,146.67,0.014,49.10,5739.00,4.191,1.3840,287.897130,40.637821
5436502,"K00834.03","CONFIRMED",6.15560285,2.704e-05,-2.704e-05,4.9843,285,2.32,0.4,-0.45,1146.0,406.94,0.235,35.10,5739.00,4.191,1.3840,287.897130,40.637821
5436502,"K00834.04","CONFIRMED",2.090811305,9.571e-06,-9.571e-06,3.388,115.9,1.62,0.28,-0.32,1642.0,1718.04,0.746,19.90,5739.00,4.191,1.3840,287.897130,40.637821
5436502,"K00834.05","CONFIRMED",50.4467417,0.0006505,-0.0006505,7.159,370.3,2.67,0.47,-0.51,568.0,24.64,0.379,19.40,5739.00,4.191,1.3840,287.897130,40.637821
9471974,"K00119.01","CONFIRMED",49.18394185,2.475e-05,-2.475e-05,11.3364,1646.2,8.2,0.5,-0.55,669.0,47.40,0.035,355.70,5626.00,3.907,2.0570,294.559170,46.062328
5456651,"K00835.01","CONFIRMED",11.76307164,2.035e-05,-2.035e-05,2.9076,1037.3,2.35,0.17,-0.08,616.0,33.99,0.048,48.90,4959.00,4.603,0.7560,294.202150,40.663410
7907423,"K00899.03","CONFIRMED",15.36845737,4.067e-05,-4.067e-05,2.4714,756.1,1.11,0.12,-0.16,332.0,2.86,0.115,30.90,3561.00,4.855,0.4110,296.985050,43.658520
7938496,"K00900.01","CONFIRMED",13.81020318,2.968e-05,-2.968e-05,3.048,1309.7,4.56,1.33,-0.88,833.0,113.75,0.791,46.20,5942.00,4.327,1.1420,281.960630,43.703110
8013419,"K00901.01","CANDIDATE",12.732624065,4.397e-06,-4.397e-06,2.2083,6465.7,4.87,0.97,-0.96,432.0,8.22,0.811,210.50,3950.00,4.721,0.5410,285.167480,43.876339
8018547,"K00902.01","CANDIDATE",83.92494032,7.999e-05,-7.999e-05,6.7904,7958.7,4.78,0.34,-0.47,226.0,0.62,0.658,182.10,3960.00,4.746,0.5090,287.852390,43.897991
8039892,"K00903.01","CONFIRMED",5.007316661,1.389e-06,-1.389e-06,4.2362,6932.3,6.96,1.75,-0.62,998.0,234.28,0.344,431.40,5865.00,4.563,0.8270,295.536130,43.884449
5897826,"K00126.01","FALSE POSITIVE",33.80364366,2.278e-05,-2.278e-05,11.4813,13494.4,20.7,3.24,-4.86,745.0,72.71,0.023,529.90,5855.00,3.999,1.7960,297.475860,41.114288
8150320,"K00904.01","CONFIRMED",2.211116989,2.691e-06,-2.691e-06,1.6485,724.2,1.85,0.13,-0.05,931.0,177.19,0.69,42.60,4500.00,4.656,0.6460,285.168330,44.026459
8561063,"K00961.02","CONFIRMED",0.453287416,1.02e-07,-1.02e-07,0.4445,1461.5,0.76,0.19,-0.09,729.0,66.14,0.81,150.40,3292.00,5.215,0.1480,292.219060,44.619160
8561063,"K00961.03","CONFIRMED",1.865114193,1.005e-06,-1.005e-06,0.4279,1124.8,0.66,0.17,-0.08,455.0,10.10,0.785,56.90,3292.00,5.215,0.1480,292.219060,44.619160
10657664,"K00964.01","FALSE POSITIVE",3.273699006,2.4e-07,-2.4e-07,3.07626,6862.8,22.36,7.31,-7.3,3060.0,20728.79,0.733,1293.10,10816.00,4.086,2.4930,288.499480,47.996471
3337351,"K00965.01","FALSE POSITIVE",7.047103499,2.538e-06,-2.538e-06,3.3208,71318,51.86,15.23,-6.52,955.0,196.62,1.047,274.90,5730.00,4.417,1.0350,290.115690,38.404190
3233043,"K00966.01","FALSE POSITIVE",0.379463865,2.8e-08,-2.8e-08,0.86896,1973.3,59.56,34.57,-38.05,3000.0,19256.81,1.246,458.60,5075.00,3.892,1.7830,290.911190,38.335579
6579806,"K00967.01","FALSE POSITIVE",9.88047978,1.553e-06,-1.553e-06,2.78458,18541,23.6,7.06,-2.34,860.0,129.45,1.02,534.50,6113.00,4.512,0.9170,281.669160,42.038639
3560301,"K00968.01","FALSE POSITIVE",4.6484156,7.845e-05,-7.845e-05,38.1939,128.4,5.06,0.52,-2.1,2259.0,6152.88,0.968,91.70,6980.00,3.577,3.4820,295.266820,38.611240
5880320,"K01060.02","CONFIRMED",4.75796103,3.448e-05,-3.448e-05,4.66,124.5,1.7,0.27,-0.39,1372.0,835.65,0.621,20.90,6021.00,4.093,1.4580,293.084630,41.135441
5880320,"K01060.03","CONFIRMED",20.4972755,0.000334,-0.000334,8.536,242.9,2.96,0.46,-0.69,843.0,119.42,0.966,22.80,6021.00,4.093,1.4580,293.084630,41.135441
5880320,"K01060.04","CONFIRMED",8.19345065,7.089e-05,-7.089e-05,5.234,115.4,1.74,0.27,-0.4,1144.0,405.75,0.815,15.70,6021.00,4.093,1.4580,293.084630,41.135441
6037187,"K01061.01","CONFIRMED",41.8059544,0.0002153,-0.0002153,6.057,434.4,2.02,0.61,-0.26,533.0,19.02,0.029,28.30,5907.00,4.445,0.9730,290.131500,41.381500
6147122,"K01062.01","FALSE POSITIVE",15.45158184,8.522e-05,-8.522e-05,2.406,85.3,2.02,0.49,-0.41,1285.0,643.83,0.636,21.00,7839.00,4.080,2.0690,297.981230,41.444870
8257407,"K01063.01","FALSE POSITIVE",89.698168533,4.405e-06,-4.405e-06,5.5418,273106,102.08,26.76,-40.11,554.0,22.33,0.684,3420.30,6214.00,4.021,1.5830,299.020900,44.172760
4649305,"K00143.01","CANDIDATE",22.65117451,1.474e-05,-1.474e-05,3.6895,2250,7.62,2.93,-0.98,855.0,126.57,0.925,170.10,6968.00,4.310,1.3330,290.103330,39.781631
6307521,"K01126.02","FALSE POSITIVE",475.91706,0.02827,-0.02827,22.86,967.3,28.22,3.96,-3.96,221.0,0.56,1.222,15.30,5334.00,4.372,1.0040,297.753110,41.675991
6359320,"K01127.01","CONFIRMED",5.32667299,1.962e-05,-1.962e-05,3.4045,611.4,2.26,0.74,-0.23,1007.0,242.97,0.043,34.10,5831.00,4.517,0.9210,290.215180,41.775970
6359320,"K01127.02","CONFIRMED",8.1280933,0.0001107,-0.0001107,3.727,224.1,1.39,0.45,-0.14,875.0,138.51,0.357,10.70,5831.00,4.517,0.9210,290.215180,41.775970
3835670,"K00149.01","CONFIRMED",14.55730897,1.395e-05,-1.395e-05,7.7643,956.9,4.32,0.71,-0.86,879.0,141.00,0.036,200.00,5774.00,4.159,1.4120,286.630100,38.945599
6359320,"K01127.03","CANDIDATE",2.83668931,2.819e-05,-2.819e-05,3.031,166.1,1.19,0.39,-0.12,1242.0,562.48,0.33,12.10,5831.00,4.517,0.9210,290.215180,41.775970
6362874,"K01128.01","CONFIRMED",0.974868896,7.66e-07,-7.66e-07,1.6191,197.6,1.16,0.12,-0.06,1612.0,1605.87,0.12,82.60,5487.00,4.563,0.8320,291.433290,41.703442
6272413,"K01129.01","CONFIRMED",4.89721006,1.996e-05,-1.996e-05,1.812,274.4,1.48,0.18,-0.18,904.0,157.93,0.66,16.90,5093.00,4.483,0.8470,287.272640,41.635559
3556220,"K01213.01","FALSE POSITIVE",0.796722833,1.889e-06,-1.889e-06,2.4551,107.1,1.44,0.22,-0.35,2401.0,7844.64,0.601,43.90,5959.00,4.121,1.3340,294.350490,38.602131
3660924,"K01214.01","CONFIRMED",4.24153629,2.203e-05,-2.203e-05,2.971,188.1,1.44,0.39,-0.28,1177.0,452.95,0.257,18.00,5776.00,4.340,1.0470,295.216640,38.774330
8030148,"K00155.01","CONFIRMED",5.660669429,3.706e-06,-3.706e-06,4.6483,737.8,3.24,0.5,-0.54,1115.0,365.53,0.477,201.10,5746.00,4.266,1.1730,292.321500,43.881168
3939150,"K01215.01","CONFIRMED",17.32419108,6.368e-05,-6.368e-05,8.045,241.3,3.14,0.45,-0.76,964.0,204.10,0.764,49.10,5968.00,3.972,1.8570,286.583160,39.077202
3939150,"K01215.02","CONFIRMED",33.0063185,0.000149,-0.000149,7.118,278.1,3.13,0.45,-0.76,778.0,86.38,0.39,38.20,5968.00,3.972,1.8570,286.583160,39.077202
3839488,"K01216.01","CONFIRMED",11.13127159,3.506e-05,-3.506e-05,4.2372,211.2,2.06,0.35,-0.39,952.0,194.31,0.01,36.80,5800.00,4.202,1.4350,288.133700,38.996880
3542588,"K01217.01","FALSE POSITIVE",3.47143963,2.083e-05,-2.083e-05,3.663,99.8,1.19,0.38,-0.15,1358.0,805.05,0.719,27.50,6341.00,4.409,1.1110,290.861420,38.641129
10676923,"K01297.01","FALSE POSITIVE",1.031096352,2.796e-06,-2.796e-06,2.781,265.4,2.36,0.8,-0.27,2020.0,3954.46,0.979,37.80,6371.00,4.426,1.0720,296.148770,47.934872
10604335,"K01298.01","CONFIRMED",11.00817635,1.701e-05,-1.701e-05,2.013,1462.5,2.15,0.1,-0.11,488.0,13.39,0.025,42.10,4141.00,4.684,0.5820,293.613710,47.839001
10604335,"K01298.02","CONFIRMED",92.7495777,0.0006942,-0.0006942,5.506,1105.1,1.87,0.08,-0.1,240.0,0.78,0.019,18.00,4141.00,4.684,0.5820,293.613710,47.839001
10864656,"K01299.01","CONFIRMED",52.5008645,0.0001465,-0.0001465,14.9066,946.7,12.41,0.61,-1.53,812.0,102.94,0.11,116.20,4976.00,3.331,4.1570,293.282200,48.285900
10555375,"K00158.01","FALSE POSITIVE",5.80181368,1.86e-05,-1.86e-05,4.119,269.6,4.52,0.97,-2.28,1491.0,1168.82,0.967,35.30,6020.00,3.860,2.0970,298.773380,47.786469
10975146,"K01300.01","CONFIRMED",0.63133171,3.41e-07,-3.41e-07,1.1487,434.5,1.2,0.09,-0.1,1322.0,726.72,0.726,95.80,4441.00,4.710,0.5300,291.594090,48.445610
10538176,"K01301.01","CONFIRMED",12.69905011,4.307e-05,-4.307e-05,2.9899,797.4,2.62,0.22,-0.17,686.0,52.55,0.663,30.40,5291.00,4.489,0.8820,293.146480,47.729649
10724369,"K01302.01","CONFIRMED",55.6391882,0.0002097,-0.0002097,7.316,853,3.13,0.97,-0.32,478.0,12.33,0.811,48.30,5949.00,4.493,0.9620,289.083650,48.018131
10867062,"K01303.01","CANDIDATE",34.2966363,0.0002287,-0.0002287,19.718,696.6,3.29,0.52,-0.57,584.0,27.60,0.711,66.70,5490.00,4.263,1.1670,294.230070,48.204479
10744335,"K01304.01","CONFIRMED",4.59726613,2.459e-05,-2.459e-05,2.909,313,1.69,0.53,-0.17,1105.0,352.40,0.033,17.00,5999.00,4.494,0.9590,296.614870,48.082642
10730034,"K01305.01","CONFIRMED",2.633852528,8.353e-06,-8.353e-06,2.0206,259.8,1.38,0.07,-0.12,1131.0,387.43,0.204,23.30,5114.00,4.463,0.8780,291.390900,48.065609
10730034,"K01305.02","CONFIRMED",6.18670882,4.318e-05,-4.318e-05,2.909,202.6,1.21,0.06,-0.1,851.0,123.96,0.013,14.30,5114.00,4.463,0.8780,291.390900,48.065609
10973814,"K01307.02","CONFIRMED",20.34237838,5.571e-05,-5.571e-05,2.3351,564.6,2.88,0.44,-0.36,667.0,46.93,0.826,28.70,5514.00,4.345,1.0710,290.927460,48.443550
10586208,"K01308.01","CONFIRMED",23.58444746,7.988e-05,-7.988e-05,5.5545,429.2,3,0.47,-0.7,730.0,66.96,0.711,42.80,5655.00,4.152,1.3540,285.424290,47.834610
10854768,"K01309.01","CONFIRMED",10.1171684,2.722e-05,-2.722e-05,4.6677,288.7,3.07,0.56,-0.67,1163.0,433.41,0.296,50.60,6306.00,4.077,1.7920,288.855290,48.208542
10964440,"K01310.01","CONFIRMED",19.12947603,7.569e-05,-7.569e-05,3.9622,451.2,4.23,0.62,-1.06,817.0,105.25,0.861,31.70,5372.00,4.007,1.7100,285.662690,48.435371
10964440,"K01310.02","CANDIDATE",144.688915,0.00506,-0.00506,9.468,397.1,3.33,0.48,-0.83,416.0,7.09,0.087,11.60,5372.00,4.007,1.7100,285.662690,48.435371
4275739,"K01317.01","FALSE POSITIVE",2.171827838,7.52e-07,-7.52e-07,3.2205,42086,58.56,16.17,-6.44,1311.0,698.31,1.323,300.60,5650.00,4.513,0.8910,294.773930,39.333839
4070376,"K01318.01","FALSE POSITIVE",1.634614356,4.44e-07,-4.44e-07,3.4422,19761.5,44.22,14.41,-4.79,1611.0,1597.73,1.229,376.50,6121.00,4.468,0.9700,294.881810,39.161072
4078157,"K01319.01","FALSE POSITIVE",16.025018977,8.5e-06,-8.5e-06,3.8828,29090,1069.01,277.8,-92.14,657.0,44.01,13.239,257.80,5776.00,4.582,0.7890,296.479370,39.127571
4164994,"K01320.01","CONFIRMED",10.50682978,3.682e-06,-3.682e-06,3.7769,13355.5,9.01,1.2,-0.7,668.0,47.21,0.407,343.40,5127.00,4.589,0.7820,293.362850,39.212448
4480676,"K01321.01","FALSE POSITIVE",0.711966971,1.12e-07,-1.12e-07,2.0221,6227.5,33.34,6.95,-4.66,1855.0,2808.98,1.268,392.20,5486.00,4.470,0.8300,295.731930,39.587521
4372768,"K01327.01","FALSE POSITIVE",15.6402515,0.0001836,-0.0001836,6.222,800.3,18.11,2.85,-2.32,640.0,39.55,1.167,19.30,5346.00,4.491,0.8260,293.611210,39.417519
4074736,"K01328.01","CANDIDATE",80.9669561,0.0001212,-0.0001212,2.5276,4733,5.04,1.03,-0.37,364.0,4.14,0.007,52.00,5611.00,4.610,0.7370,295.805850,39.177990
4072526,"K01329.01","CONFIRMED",33.1996355,0.0001397,-0.0001397,5.022,1112.5,2.85,0.15,-0.25,485.0,13.09,0.017,32.60,5102.00,4.463,0.8800,295.370790,39.177212
4150539,"K01330.01","FALSE POSITIVE",8.65306587,2.809e-05,-2.809e-05,4.486,1048.1,19.78,1.43,-1.74,633.0,37.94,1.222,43.00,4641.00,4.589,0.6940,289.726100,39.272831
4150539,"K01330.02","FALSE POSITIVE",94.219289,0.001548,-0.001548,24.312,1025.9,2.15,0.15,-0.19,285.0,1.57,0.173,37.60,4641.00,4.589,0.6940,289.726100,39.272831
4150624,"K01334.02","FALSE POSITIVE",94.225938,0.002368,-0.002368,22.08,530.4,1.93,0.45,-0.14,348.0,3.48,0.213,25.40,5421.00,4.564,0.8520,289.743900,39.286301
4155328,"K01335.01","CONFIRMED",127.8334997,0.000404,-0.000404,10.914,1829.9,9.46,1.56,-2.14,554.0,22.21,0.416,76.90,6505.00,3.973,2.1700,291.020140,39.220680
4077526,"K01336.01","CONFIRMED",10.21864532,4.518e-05,-4.518e-05,3.802,445.3,2.33,0.75,-0.33,920.0,169.13,0.416,26.60,6100.00,4.376,1.0830,296.358670,39.115189
4077526,"K01336.02","CONFIRMED",15.573637,0.0001006,-0.0001006,5.326,468.1,2.94,0.95,-0.41,799.0,96.38,0.946,24.70,6100.00,4.376,1.0830,296.358670,39.115189
4077526,"K01336.03","CONFIRMED",40.1015561,0.0002904,-0.0002904,5.246,550,2.92,0.95,-0.4,583.0,27.31,0.868,19.00,6100.00,4.376,1.0830,296.358670,39.115189
10271806,"K00733.01","CONFIRMED",5.924993927,7.626e-06,-7.626e-06,2.8874,1608.1,3.15,0.21,-0.14,758.0,77.91,0.848,68.50,5016.00,4.641,0.6790,290.934300,47.357601
10271806,"K00733.02","CONFIRMED",11.34934848,2.442e-05,-2.442e-05,3.1101,1249.8,2.39,0.17,-0.1,610.0,32.75,0.398,41.70,5016.00,4.641,0.6790,290.934300,47.357601
10271806,"K00733.03","CONFIRMED",3.13295351,1.017e-05,-1.017e-05,2.2207,435.2,1.39,0.09,-0.06,937.0,181.84,0.135,23.90,5016.00,4.641,0.6790,290.934300,47.357601
10271806,"K00733.04","CONFIRMED",18.64349986,6.489e-05,-6.489e-05,1.8491,813.4,2.14,0.14,-0.09,517.0,16.91,0.774,16.10,5016.00,4.641,0.6790,290.934300,47.357601
10272442,"K00734.01","CONFIRMED",24.5434566,5.953e-05,-5.953e-05,7.2518,1151.3,3.08,0.91,-0.28,616.0,34.07,0.042,64.50,5955.00,4.520,0.9100,291.197300,47.307800
10358759,"K00738.02","CONFIRMED",13.28689997,2.775e-05,-2.775e-05,3.2825,1039.6,2.78,0.22,-0.13,715.0,61.80,0.017,41.30,5730.00,4.545,0.8700,298.348330,47.491230
10386984,"K00739.01","CONFIRMED",1.287076693,1.2e-06,-1.2e-06,1.4942,729.4,1.39,0.08,-0.12,871.0,135.97,0.003,65.20,3736.00,4.724,0.5250,282.983800,47.578590
10395381,"K00740.01","CONFIRMED",17.6717714,5.356e-05,-5.356e-05,3.4202,918.6,2.44,0.27,-0.17,513.0,16.38,0.86,36.20,4869.00,4.636,0.6870,287.608180,47.509682
10418797,"K00741.01","FALSE POSITIVE",23.355341391,2.817e-06,-2.817e-06,4.60672,38524,21.55,5.8,-1.93,601.0,30.96,0.842,1144.30,5754.00,4.534,0.9050,296.957240,47.553810
10419211,"K00742.01","FALSE POSITIVE",11.521446064,1.98e-06,-1.98e-06,3.6399,17984.3,150.51,39.76,-13.31,753.0,75.88,2.483,622.10,5795.00,4.554,0.8480,297.079930,47.597401
10583180,"K00748.01","FALSE POSITIVE",2.696370652,7.534e-06,-7.534e-06,3.6129,397.9,1.58,0.13,-0.16,1066.0,305.34,0.044,48.20,4989.00,4.504,0.8190,283.765470,47.804298
10601284,"K00749.01","CONFIRMED",5.349553819,8.834e-06,-8.834e-06,3.0278,831,2.55,0.16,-0.24,919.0,168.99,0.092,60.60,5185.00,4.440,0.9100,292.376130,47.880989
10601284,"K00749.02","CONFIRMED",3.94105221,1.094e-05,-1.094e-05,2.5984,363.3,1.7,0.11,-0.16,1018.0,253.15,0.226,28.90,5185.00,4.440,0.9100,292.376130,47.880989
10601284,"K00749.03","CONFIRMED",8.10904807,6.787e-05,-6.787e-05,3.596,217.4,1.3,0.09,-0.12,800.0,97.03,0.025,14.10,5185.00,4.440,0.9100,292.376130,47.880989
10662202,"K00750.01","CONFIRMED",21.67699193,7.01e-05,-7.01e-05,3.4555,857.2,2.95,0.12,-0.23,530.0,18.64,0.896,34.30,4954.00,4.500,0.8280,290.465120,47.929180
10910878,"K00757.01","CONFIRMED",16.06864674,1.088e-05,-1.088e-05,3.5347,4914.3,5.76,0.22,-0.49,600.0,30.75,0.052,161.90,5031.00,4.485,0.8480,286.999480,48.375790
10910878,"K00757.02","CONFIRMED",41.19725502,9.345e-05,-9.345e-05,4.6297,2213.9,3.86,0.15,-0.33,439.0,8.76,0.045,51.20,5031.00,4.485,0.8480,286.999480,48.375790
10910878,"K00757.03","CONFIRMED",6.252962249,9.577e-06,-9.577e-06,2.5819,1036.9,2.65,0.1,-0.23,823.0,108.30,0.105,47.10,5031.00,4.485,0.8480,286.999480,48.375790
10987985,"K00758.01","CONFIRMED",16.01308419,4.854e-05,-4.854e-05,3.2554,1121.9,3.1,0.34,-0.31,593.0,29.31,0.799,33.20,5015.00,4.499,0.8260,297.025630,48.478588
11018648,"K00759.01","CONFIRMED",32.62876672,5.801e-05,-5.801e-05,4.7971,1804.8,3.36,0.76,-0.33,506.0,15.55,0.021,80.00,5586.00,4.560,0.7980,285.718540,48.505859
11018648,"K00759.02","CONFIRMED",91.7732862,0.0007518,-0.0007518,6.473,652,2.12,0.48,-0.21,359.0,3.92,0.606,19.10,5586.00,4.560,0.7980,285.718540,48.505859
11138155,"K00760.01","CONFIRMED",4.959319244,5.15e-07,-5.15e-07,2.22739,9802,12.21,1.96,-1.46,1103.0,349.40,0.831,696.50,5712.00,4.359,1.0820,292.167050,48.727589
5456651,"K00835.02","CONFIRMED",56.2279271,0.0003134,-0.0003134,3.57,862.7,2.37,0.17,-0.09,366.0,4.22,0.7,20.90,4959.00,4.603,0.7560,294.202150,40.663410
5481416,"K00836.01","FALSE POSITIVE",2.384052875,4.74e-06,-4.74e-06,3.0918,1268.1,17.06,1.32,-1.6,1010.0,244.87,1.178,50.50,4794.00,4.580,0.7010,299.642850,40.691238
5531576,"K00837.01","CONFIRMED",7.953547,1.91e-05,-1.91e-05,2.6312,875.4,2.25,0.07,-0.14,696.0,55.37,0.3,38.40,4768.00,4.536,0.7790,291.158780,40.750271
5531576,"K00837.02","CONFIRMED",4.14451656,1.44e-05,-1.44e-05,2.3421,391.8,1.48,0.05,-0.09,864.0,132.08,0.004,22.80,4768.00,4.536,0.7790,291.158780,40.750271
5534814,"K00838.01","FALSE POSITIVE",4.859386384,1.272e-06,-1.272e-06,2.2757,6044.3,38.33,12.8,-4.27,1114.0,364.23,1.259,269.70,6072.00,4.470,0.9880,292.214360,40.759762
5649215,"K00839.01","FALSE POSITIVE",2.446737317,3.089e-06,-3.089e-06,4.7211,1177.9,26.25,6.9,-2.47,1261.0,597.19,1.241,110.20,5764.00,4.548,0.8630,298.961120,40.862808
5651104,"K00840.01","CONFIRMED",3.04033046,3.37e-07,-3.37e-07,1.8411,10858.8,8.99,0.8,-0.99,1021.0,257.29,0.736,568.20,5035.00,4.519,0.7910,299.316100,40.822380
8150320,"K00904.02","CONFIRMED",27.9541337,0.0001727,-0.0001727,3.95,942.5,1.9,0.13,-0.06,400.0,6.04,0.063,25.40,4500.00,4.656,0.6460,285.168330,44.026459
8150320,"K00904.03","CONFIRMED",42.1406089,0.0003143,-0.0003143,5.083,895.5,1.85,0.13,-0.05,349.0,3.49,0.045,21.60,4500.00,4.656,0.6460,285.168330,44.026459
8150320,"K00904.04","CONFIRMED",4.617490562,9.45e-06,-9.45e-06,2.2618,575.8,1.62,0.11,-0.05,728.0,66.47,0.649,28.10,4500.00,4.656,0.6460,285.168330,44.026459
8150320,"K00904.05","CONFIRMED",10.19849255,3.25e-05,-3.25e-05,2.4283,634.1,1.75,0.11,-0.06,559.0,23.11,0.714,21.40,4500.00,4.656,0.6460,285.168330,44.026459
8180063,"K00905.01","FALSE POSITIVE",5.795063956,5.032e-06,-5.032e-06,3.2496,1692.9,4.33,0.98,-0.39,950.0,192.74,0.949,119.40,5865.00,4.563,0.8270,296.507540,44.036072
8226994,"K00906.01","CONFIRMED",7.15681552,1.201e-05,-1.201e-05,2.5882,867,2.47,0.1,-0.2,782.0,88.23,0.45,47.70,5029.00,4.494,0.8380,289.594760,44.141949
8226994,"K00906.02","CONFIRMED",17.64830851,5.499e-05,-5.499e-05,2.0873,763.3,2.43,0.1,-0.19,579.0,26.49,0.653,23.80,5029.00,4.494,0.8380,289.594760,44.141949
9818381,"K00135.01","CONFIRMED",3.024092505,2.25e-07,-2.25e-07,2.8021,7765,12.14,0.79,-0.95,1489.0,1162.54,0.424,1225.30,6063.00,4.261,1.3580,285.240840,46.668251
4044005,"K00969.01","FALSE POSITIVE",17.512014768,3.216e-06,-3.216e-06,1.8248,4511.7,13.66,4.26,-2.3,804.0,98.77,0.994,322.30,6224.00,4.330,1.1320,287.616330,39.127239
11502218,"K00970.01","FALSE POSITIVE",3.9886021,8.034e-06,-8.034e-06,1.7376,673.5,34.39,4.71,-10.99,3145.0,23135.72,0.06,37.10,4813.00,2.472,13.6520,289.093230,49.424484
11180361,"K00971.01","CANDIDATE",0.533059312,,,1.8621,1495.8,133.56,25.98,-77.91,5862.0,277887.70,1.263,179.60,8523.00,3.559,4.0510,286.019200,48.866741
11013201,"K00972.01","CONFIRMED",13.118962443,6.039e-06,-6.039e-06,4.3045,372.2,8.25,0.45,-2.5,1768.0,2310.43,0.042,267.40,7221.00,3.488,4.2400,282.000310,48.542221
11013201,"K00972.02","FALSE POSITIVE",7.82187328,2.242e-05,-2.242e-05,3.8417,42.2,2.78,0.15,-0.84,2101.0,4601.71,0.005,37.20,7221.00,3.488,4.2400,282.000310,48.542221
9414417,"K00974.01","CANDIDATE",53.5057611,0.0001596,-0.0001596,10.5616,195.6,2.52,0.16,-0.12,675.0,49.16,0.46,71.20,6247.00,4.016,1.7620,295.802670,45.988079
8218274,"K01064.01","CANDIDATE",1.187352427,2.53e-07,-2.53e-07,4.999,20703,67.35,20.04,-16.42,2251.0,6067.30,1.222,717.40,6424.00,4.186,1.4890,285.063350,44.167885
8242681,"K01065.01","FALSE POSITIVE",4.020628573,1.981e-06,-1.981e-06,4.4085,20901,16.94,5.73,-1.9,1232.0,543.92,0.827,282.60,6210.00,4.450,1.0330,295.039250,44.191059
8260218,"K01066.01","CANDIDATE",5.714817603,1.249e-06,-1.249e-06,3.14126,12294.8,9.29,2.47,-0.99,943.0,187.27,0.096,537.70,5695.00,4.526,0.8420,299.786320,44.169540
8246781,"K01067.01","FALSE POSITIVE",185.02288222,2.775e-05,-2.775e-05,4.87326,43546.7,49.82,8.74,-8.75,379.0,4.89,1.004,938.20,6025.00,4.237,1.3670,296.309420,44.165741
8264070,"K01068.01","FALSE POSITIVE",2.897432135,5.09e-06,-5.09e-06,3.1793,1223.7,14.35,3.88,-9.05,2170.0,5240.00,0.967,73.90,5970.00,3.619,2.9940,300.867000,44.145290
8222813,"K01069.01","CONFIRMED",8.70420525,1.32e-05,-1.32e-05,2.9385,1074.9,2.86,0.13,-0.24,748.0,74.13,0.5,74.00,5074.00,4.474,0.8630,287.593200,44.179420
8222813,"K01069.02","CONFIRMED",2.46697039,6.298e-06,-6.298e-06,1.6345,308.7,1.56,0.07,-0.13,1139.0,398.42,0.574,29.50,5074.00,4.474,0.8630,287.593200,44.179420
8279765,"K01130.01","FALSE POSITIVE",2.757794163,7.05e-07,-7.05e-07,2.7644,39043,20.05,5.85,-1.96,1231.0,542.43,0.8,349.20,5747.00,4.514,0.8910,282.603360,44.286980
8435247,"K01131.01","CANDIDATE",0.696125302,3.15e-07,-3.15e-07,2.0054,14966,28.44,3.25,-2.66,1645.0,1739.43,1.219,177.20,5245.00,4.594,0.6740,293.539000,44.494919
8330548,"K01132.01","FALSE POSITIVE",1.914158508,1.514e-06,-1.514e-06,3.2917,7829.2,13.63,4.73,-1.57,1646.0,1730.47,0.942,124.60,6289.00,4.407,1.1180,301.016720,44.233841
8374494,"K01133.01","FALSE POSITIVE",5.251916208,5.04e-06,-5.04e-06,4.9095,10624.3,37.15,9.62,-3.84,952.0,194.17,1.256,146.30,5542.00,4.520,0.8720,294.997340,44.321388
