kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_depth,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec
6026737,"K02949.02","CANDIDATE",3.75030469,4.417e-05,-4.417e-05,3.246,35.5,0.87,0.14,-0.16,1374.0,842.07,0.77,10.30,5866.00,4.191,1.3390,285.875790,41.332432
6028860,"K02950.01","FALSE POSITIVE",0.422015793,6e-08,-6e-08,1.23416,1291.9,6.69,1.57,-0.53,2136.0,4962.18,1.017,304.40,5614.00,4.587,0.7770,286.920560,41.371151
4991208,"K02951.01","CONFIRMED",2.44358543,1.446e-05,-1.446e-05,1.852,59.1,0.67,0.07,-0.05,1249.0,574.37,0.258,11.90,5561.00,4.486,0.8730,284.459470,40.142559
3662838,"K00302.01","CONFIRMED",24.85466504,5.637e-05,-5.637e-05,9.182,776.2,7.61,1.38,-2.56,1095.0,339.33,0.746,88.00,6967.00,3.864,2.5270,295.608800,38.735741
8243283,"K02952.01","FALSE POSITIVE",1.7592691,1.573e-05,-1.573e-05,2.381,140.4,1.21,0.35,-0.18,1519.0,1254.94,0.564,13.50,5784.00,4.416,0.9840,295.231510,44.112900
6778019,"K02953.01","FALSE POSITIVE",0.945825494,3.275e-06,-3.275e-06,1.8496,104.7,1.14,0.38,-0.12,1989.0,3715.61,0.522,22.10,6116.00,4.440,1.0840,292.015810,42.286572
5475042,"K03050.01","CANDIDATE",1.242639742,5.781e-06,-5.781e-06,1.763,159.3,1.02,0.21,-0.09,1487.0,1159.26,0.152,16.10,5520.00,4.572,0.8180,298.446470,40.624882
9959492,"K03051.02","FALSE POSITIVE",1.33258772,2.022e-05,-2.022e-05,5.187,70.8,1.13,0.19,-0.22,1825.0,2625.26,0.634,16.00,5576.00,4.201,1.2890,295.199680,46.832321
8827575,"K03052.01","CANDIDATE",10.12956201,9.948e-05,-9.948e-05,3.044,81.3,0.78,0.07,-0.04,736.0,69.43,0.544,12.20,5383.00,4.528,0.8420,295.090270,45.081181
8827575,"K03052.02","CONFIRMED",15.6112238,0.0001275,-0.0001275,3.873,113.5,0.91,0.09,-0.05,637.0,38.99,0.468,15.70,5383.00,4.528,0.8420,295.090270,45.081181
2716801,"K03053.01","CONFIRMED",42.5217006,0.0005942,-0.0005942,5.723,685.6,2.45,0.75,-0.25,510.0,15.97,0.495,14.70,5911.00,4.519,0.9140,292.254640,37.971420
2716801,"K03053.02","CANDIDATE",9.4767057,0.0001668,-0.0001668,3.893,230.5,1.38,0.43,-0.14,841.0,118.13,0.003,8.60,5911.00,4.519,0.9140,292.254640,37.971420
6461850,"K03054.01","FALSE POSITIVE",0.544962596,1.825e-06,-1.825e-06,1.085,247.9,1.03,0.13,-0.06,1719.0,2074.18,0.459,18.30,5257.00,4.675,0.6390,297.101530,41.876862
5688790,"K03144.01","CONFIRMED",8.07394097,4.848e-05,-4.848e-05,2.455,1056,1.59,0.2,-0.19,420.0,7.33,0.928,16.00,3675.00,4.869,0.3980,285.739810,40.980049
1717722,"K03145.01","CONFIRMED",4.53702121,2.498e-05,-2.498e-05,1.813,504.4,1.66,0.19,-0.11,798.0,95.61,0.706,15.70,4805.00,4.633,0.6880,290.617980,37.289089
1717722,"K03145.02","CANDIDATE",0.977311489,4.631e-06,-4.631e-06,1.403,250.7,1.06,0.12,-0.07,1331.0,737.36,0.01,14.80,4805.00,4.633,0.6880,290.617980,37.289089
10908248,"K03146.01","CONFIRMED",39.859505,0.001265,-0.001265,7.987,155.5,1.62,0.25,-0.31,597.0,29.97,0.398,13.90,5675.00,4.209,1.2920,285.346950,48.312248
7534267,"K03147.01","CONFIRMED",39.4420781,0.0007063,-0.0007063,7.029,172.4,2.51,0.4,-0.62,682.0,51.14,0.42,15.20,5430.00,3.923,1.9020,293.719120,43.124592
10611420,"K03148.01","FALSE POSITIVE",11.50528603,8.124e-05,-8.124e-05,2.098,260.2,1.83,0.56,-0.22,912.0,163.79,0.461,11.40,6355.00,4.410,1.1080,296.117340,47.879829
8121310,"K00317.01","CONFIRMED",22.20809549,4.141e-05,-4.141e-05,7.3327,463.2,3.02,0.53,-0.28,803.0,98.36,0.017,92.70,6336.00,4.266,1.4030,298.816380,43.998039
10030778,"K03265.01","FALSE POSITIVE",29.47316279,3.685e-05,-3.685e-05,6.4327,12568.5,48.98,15.18,-4.75,565.0,24.07,1.362,179.30,5838.00,4.529,0.8970,298.506070,46.948029
8826007,"K03266.01","CONFIRMED",54.5091549,0.0005671,-0.0005671,5.125,622.2,1.94,0.18,-0.16,308.0,2.13,0.94,17.00,4406.00,4.670,0.6030,294.553830,45.081390
8620402,"K03267.01","CONFIRMED",14.1959621,0.00012,-0.00012,3.605,196.2,1.66,0.54,-0.18,818.0,105.70,0.786,14.10,6214.00,4.442,1.0760,290.216670,44.779678
8379021,"K03268.01","CANDIDATE",11.52482874,4.486e-05,-4.486e-05,1.724,577.6,22.56,5.38,-2.91,756.0,77.15,1.205,16.20,5592.00,4.472,0.8920,296.404480,44.367458
8104030,"K03269.01","FALSE POSITIVE",46.84008579,3.657e-05,-3.657e-05,3.8198,6287.9,428.62,123.9,-82.47,552.0,22.00,4.652,147.90,6006.00,4.330,1.0550,294.068020,43.936871
6612327,"K03270.01","FALSE POSITIVE",21.993112,0.0001534,-0.0001534,8.616,1015.7,23.21,3.04,-2.05,523.0,17.75,1.249,37.30,5205.00,4.604,0.7470,293.620300,42.081871
9724984,"K00325.01","FALSE POSITIVE",7.86335883,1.1e-05,-1.1e-05,3.4303,467.3,7.84,1.17,-2.55,1195.0,482.18,0.995,74.30,5731.00,4.005,1.9130,297.309690,46.449471
8081239,"K03352.01","CONFIRMED",10.35857039,6.258e-05,-6.258e-05,2.577,273.7,1.68,0.5,-0.22,860.0,129.28,0.074,15.10,5893.00,4.423,1.0200,284.532100,43.989960
7091432,"K03353.01","CONFIRMED",11.55532445,7.61e-05,-7.61e-05,3.499,250,1.7,0.21,-0.18,674.0,48.88,0.96,16.10,5149.00,4.506,0.8030,281.298550,42.685749
9845909,"K03354.01","CANDIDATE",11.5706005,0.0001175,-0.0001175,3.073,211.9,1.33,0.35,-0.16,771.0,83.39,0.416,9.60,5718.00,4.479,0.9000,297.377470,46.661652
9221528,"K03355.01","CANDIDATE",16.2953228,0.000274,-0.000274,4.882,229.1,1.6,0.51,-0.22,773.0,84.23,0.587,12.90,6187.00,4.432,1.0130,293.134090,45.626869
6368230,"K03356.01","CONFIRMED",26.0841212,0.0005057,-0.0005057,6.141,259.7,1.35,0.41,-0.1,598.0,30.24,0.092,13.80,6083.00,4.563,0.8350,293.165100,41.746231
7115291,"K03357.01","FALSE POSITIVE",52.802767576,7.122e-06,-7.122e-06,5.6184,52110.3,75.82,22.13,-8.83,472.0,11.73,1.473,1238.80,5835.00,4.492,0.9010,291.000950,42.622231
10285631,"K00331.02","CANDIDATE",10.52286678,6.531e-05,-6.531e-05,1.911,130.2,23.26,3.66,-5.49,1008.0,243.72,1.12,10.10,5548.00,4.038,1.6140,296.183440,47.358761
4282191,"K03439.01","CONFIRMED",41.7084063,0.0003158,-0.0003158,8.567,330,2.19,0.63,-0.27,608.0,32.24,0.671,24.30,6434.00,4.394,1.1380,296.107910,39.319908
3559860,"K03440.01","CONFIRMED",33.0257179,0.0006181,-0.0006181,6.032,507.1,2.21,0.36,-0.12,564.0,23.95,0.044,12.20,5819.00,4.468,0.9900,295.167210,38.637081
3559860,"K03440.02","FALSE POSITIVE",58.940569,0.001213,-0.001213,4.769,570.3,2.48,0.41,-0.14,465.0,11.06,0.643,9.20,5819.00,4.468,0.9900,295.167210,38.637081
10651945,"K03441.01","FALSE POSITIVE",25.366990665,2.031e-06,-2.031e-06,5.9556,150581,56.02,19.09,-6.35,665.0,46.09,0.86,2206.50,6208.00,4.454,1.0240,285.438050,47.903450
9837586,"K03442.01","FALSE POSITIVE",20.73376301,3.644e-05,-3.644e-05,5.8043,104599,54.58,0,0,663.0,45.60,0.993,97.30,5780.00,4.438,1.0000,294.498140,46.691032
7288306,"K03443.01","CONFIRMED",96.169569,0.001086,-0.001086,7.496,894.5,2.07,0.33,-0.14,321.0,2.52,0.049,20.00,5340.00,4.633,0.7020,293.727170,42.806759
10587105,"K00339.01","CONFIRMED",1.980356674,2.322e-06,-2.322e-06,2.4743,271.9,2.1,0.35,-0.31,1662.0,1808.41,0.713,71.90,6078.00,4.290,1.1890,285.888370,47.880379
4824268,"K03533.01","FALSE POSITIVE",152.15144795,5.686e-05,-5.686e-05,26.8612,151815,53.89,17.44,-5.83,362.0,4.04,0.857,2163.40,6217.00,4.472,0.9890,288.282840,39.992222
6431670,"K03534.01","FALSE POSITIVE",29.911334059,5.435e-06,-5.435e-06,7.26916,354377,47.83,7.54,-3.47,471.0,11.68,0.559,1349.80,5303.00,4.632,0.7040,287.884830,41.879349
7376500,"K03535.01","FALSE POSITIVE",5.877122485,1.181e-06,-1.181e-06,4.71655,362900,125.68,79.72,-71.71,1402.0,913.57,0.547,1210.80,5702.00,3.807,1.8210,295.688140,42.970581
7987086,"K03536.01","FALSE POSITIVE",156.51657398,2.81e-05,-2.81e-05,12.2259,113337,61.44,17.63,-10.31,367.0,4.31,0.995,2016.10,6002.00,4.354,1.0840,299.664150,43.762989
7374746,"K03537.01","FALSE POSITIVE",1.366946478,2.04e-07,-2.04e-07,3.37701,158643,43.45,6.03,-4.82,1403.0,910.99,0.869,796.50,5353.00,4.527,0.7570,295.252870,42.900028
8668810,"K03538.01","FALSE POSITIVE",313.09275066,6.671e-05,-6.671e-05,14.3447,445612,47.52,4.59,-4.59,207.0,0.44,0.395,1952.30,5067.00,4.596,0.6730,281.717900,44.873989
11074541,"K00345.01","CONFIRMED",29.88487723,3.072e-05,-3.072e-05,4.5612,1275.7,2.81,0.12,-0.19,453.0,9.95,0.658,128.30,4883.00,4.549,0.7490,286.524810,48.683601
8299947,"K03631.01","FALSE POSITIVE",2.682767439,1.203e-06,-1.203e-06,4.58143,394412,70.67,0,0,1310.0,695.41,0.509,508.40,5780.00,4.438,1.0000,291.886570,44.224564
3335813,"K03632.01","FALSE POSITIVE",3.711012492,1.301e-06,-1.301e-06,3.3394,7559.8,46.24,15.15,-6.5,1310.0,695.05,1.272,257.40,6141.00,4.365,1.1170,289.697570,38.408852
11858741,"K03633.01","FALSE POSITIVE",1.780982447,1.053e-06,-1.053e-06,3.4297,357695,60.45,0,0,1502.0,1204.30,0.002,324.00,5780.00,4.438,1.0000,288.760280,50.176834
6363494,"K03634.01","FALSE POSITIVE",1.815632406,1.05e-06,-1.05e-06,3.35773,61573.6,108.78,37.08,-37.09,3429.0,32652.55,1.04,1413.90,9954.00,4.070,2.4080,291.634950,41.765690
3327992,"K03635.01","FALSE POSITIVE",2.115511511,3.391e-06,-3.391e-06,8.5116,25805,36.16,1.75,-3.23,897.0,152.34,1.278,153.30,4188.00,4.615,0.6610,287.179350,38.433701
5649206,"K03636.01","FALSE POSITIVE",2.446736567,6.85e-07,-6.85e-07,5.0201,415859,71.52,0,0,1351.0,788.17,0.477,1037.30,5780.00,4.438,1.0000,298.958470,40.863552
5193384,"K03637.01","FALSE POSITIVE",21.3779536,0.0003158,-0.0003158,24.872,255244,173.18,45.18,-24.36,1062.0,300.32,0,101.90,4905.00,3.300,3.4840,293.659880,40.361942
6973796,"K03726.01","FALSE POSITIVE",115.9943364,0.0001142,-0.0001142,2.4136,37571,13.66,0.57,-1.25,265.0,1.16,0.028,102.40,4530.00,4.566,0.7350,298.123960,42.403172
7515679,"K03728.01","CONFIRMED",5.546083089,8.258e-06,-8.258e-06,2.717,2211,22.27,2.2,-12.5,2336.0,7027.09,0.902,56.40,7358.00,3.538,4.0370,287.807220,43.188782
9674592,"K03729.01","FALSE POSITIVE",6.87366398,1.068e-05,-1.068e-05,7.0845,9766.9,12.01,2.87,-1.03,859.0,128.52,0.958,143.20,5662.00,4.575,0.8050,300.412930,46.380669
9674592,"K03729.02","FALSE POSITIVE",6.87366412,,,4.85,,,,,,,,,,,,300.412930,46.380669
10879213,"K03730.01","FALSE POSITIVE",0.668483494,2.88e-07,-2.88e-07,2.4129,722770,138.76,0,0,2082.0,4439.53,0.773,334.30,5780.00,4.438,1.0000,298.259920,48.218964
5650314,"K03731.01","FALSE POSITIVE",1.070272827,4.94e-07,-4.94e-07,4.2844,9886.5,28.73,3.17,-1.93,1224.0,528.52,1.269,284.00,4628.00,4.651,0.6530,299.170620,40.871059
8302302,"K03732.01","FALSE POSITIVE",1.135930136,3.23e-07,-3.23e-07,4.5036,27247.4,52.05,15.82,-5.29,1836.0,2683.57,1.282,551.70,6247.00,4.489,0.9540,292.805790,44.236050
3545478,"K00366.01","CANDIDATE",75.1122132,2.76e-05,-2.76e-05,4.9458,3751.5,23.23,2.46,-5.74,777.0,86.18,0.838,384.00,6201.00,3.616,3.3540,291.664180,38.619255
4820550,"K03823.01","CANDIDATE",202.1168173,0.0005442,-0.0005442,4.683,2701.2,5.8,0.72,-0.34,286.0,1.59,0.906,56.30,5536.00,4.498,0.9170,286.771450,39.983822
6516874,"K03824.01","FALSE POSITIVE",0.916326699,3.81e-07,-3.81e-07,3.1427,96384,50.7,15.65,-5.22,1917.0,3196.67,0.988,251.60,6046.00,4.486,0.9720,290.096950,41.970680
5467113,"K03825.01","FALSE POSITIVE",2.845746618,2.054e-06,-2.054e-06,13.0719,557741,135.99,34.68,-64.4,1667.0,1822.75,0.126,829.10,5641.00,3.948,1.7760,296.675320,40.650009
8240123,"K03826.01","FALSE POSITIVE",2.30120705,1.186e-05,-1.186e-05,25.08,1688.1,28.64,8.35,-2.63,1254.0,583.42,1.262,132.50,5641.00,4.554,0.8500,294.227840,44.134739
10031907,"K03828.01","FALSE POSITIVE",8.58965725,2.185e-05,-2.185e-05,8.9793,1161.5,27.86,8.25,-2.18,828.0,111.01,1.249,107.80,5697.00,4.539,0.8920,298.822630,46.939129
4474637,"K03829.01","FALSE POSITIVE",3.886730304,9.626e-06,-9.626e-06,16.1723,372425,61.58,0,0,1158.0,424.65,0,280.60,5780.00,4.438,1.0000,294.340790,39.563118
1433980,"K03924.01","FALSE POSITIVE",1.592634161,7.01e-07,-7.01e-07,8.9488,155156,100.2,27.04,-33.04,2255.0,6128.09,0.877,1207.60,6574.00,4.061,1.7680,291.766330,37.097191
10788461,"K03925.01","CONFIRMED",9.2075634,0.0003568,-0.0003568,3.365,1243.1,5.5,1.45,-1.44,972.0,211.08,0.898,43.40,5678.00,4.215,1.3030,288.162510,48.165150
10788461,"K03925.02","CONFIRMED",2.5903958,0.0001653,-0.0001653,2.088,330.9,2.55,0.67,-0.66,1484.0,1147.44,0.725,18.30,5678.00,4.215,1.3030,288.162510,48.165150
10788461,"K03925.03","CONFIRMED",5.3235335,0.0005815,-0.0005815,2.714,342.4,2.69,0.7,-0.71,1167.0,438.71,0.804,14.60,5678.00,4.215,1.3030,288.162510,48.165150
11667548,"K03926.01","FALSE POSITIVE",0.831741499,5.76e-07,-5.76e-07,2.297,1231.1,41.62,13.72,-4.57,2198.0,5501.14,1.298,110.90,6343.00,4.408,1.1400,294.756320,49.792091
8868649,"K03927.01","FALSE POSITIVE",4.44737112,3.358e-05,-3.358e-05,19.45,224.4,2.06,0.55,-0.36,1068.0,307.65,0.978,93.00,5472.00,4.382,0.9810,284.396550,45.136040
4242692,"K03928.01","CONFIRMED",1.138548215,2.701e-06,-2.701e-06,2.1482,66.2,1.45,0.29,-0.45,2537.0,9805.45,0.545,31.50,6520.00,4.010,1.7130,285.146580,39.370789
4929299,"K04018.01","FALSE POSITIVE",0.868723418,2.341e-06,-2.341e-06,1.4617,197.1,1.87,0.55,-0.37,1998.0,3776.50,0.947,23.80,5761.00,4.331,1.0460,293.351010,40.059711
7038096,"K04020.01","FALSE POSITIVE",0.566803149,9.45e-07,-9.45e-07,1.643,246,1.93,0.53,-0.23,2380.0,7612.11,0.822,52.60,6147.00,4.435,1.0960,293.184080,42.528019
11967788,"K04021.01","CANDIDATE",7.23531329,5.223e-05,-5.223e-05,3.338,112.2,1.53,0.27,-0.23,1207.0,501.36,0.326,14.00,6422.00,4.219,1.4210,294.034360,50.371651
11967788,"K04021.02","CANDIDATE",4.93211932,7.149e-05,-7.149e-05,3.144,50.5,1.02,0.18,-0.15,1372.0,837.01,0.034,7.50,6422.00,4.219,1.4210,294.034360,50.371651
7733731,"K04022.01","CANDIDATE",4.85819429,2.679e-05,-2.679e-05,5.356,76.3,2.04,0.34,-0.74,1685.0,1904.91,0.086,25.20,6109.00,3.780,2.3260,283.128540,43.456860
6862332,"K04023.01","FALSE POSITIVE",119.0192648,0.0009192,-0.0009192,8.1,1977,4.44,1.19,-0.42,350.0,3.53,0.79,31.10,5754.00,4.534,0.9050,291.585170,42.367229
10714072,"K04024.01","CONFIRMED",8.40693068,9.705e-05,-9.705e-05,1.866,167.1,1.95,0.73,-0.89,1048.0,285.67,0.015,6.80,5365.00,4.020,1.5330,283.787020,48.029560
5513857,"K04119.01","FALSE POSITIVE",0.755101928,4.313e-06,-4.313e-06,3.044,119.8,0.91,0.18,-0.1,1763.0,2287.46,0.464,18.10,5465.00,4.535,0.8190,284.348390,40.728260
9700449,"K04120.01","CANDIDATE",110.461746,0.002985,-0.002985,12.46,331.2,1.93,0.64,-0.21,420.0,7.34,0.036,15.80,6321.00,4.434,1.0580,287.039520,46.481701
6349881,"K04121.01","CONFIRMED",198.088873,0.002491,-0.002491,7.955,1027.7,3.24,0.34,-0.38,288.0,1.63,0.633,18.00,5275.00,4.397,0.9690,286.576170,41.741459
9851970,"K04122.01","FALSE POSITIVE",1.08193721,1.785e-05,-1.785e-05,4.788,115.3,0.77,0.07,-0.08,1385.0,870.17,0.168,14.40,4965.00,4.555,0.7360,299.047300,46.685570
6140059,"K04123.01","CANDIDATE",44.6226725,0.0007691,-0.0007691,12.974,131.9,1.73,0.5,-0.35,613.0,33.39,0.931,20.60,6198.00,4.252,1.2390,296.356600,41.455391
9099950,"K04125.01","FALSE POSITIVE",1.111362442,8.928e-06,-8.928e-06,6.24,133.9,2.86,0.55,-1.01,2820.0,14894.75,0.715,36.80,6486.00,3.872,2.3080,295.609340,45.484451
9272070,"K04126.01","CONFIRMED",8.10503551,8.946e-05,-8.946e-05,4.459,209.9,1.45,0.47,-0.15,959.0,199.74,0.353,16.50,6201.00,4.472,0.9890,287.635470,45.716061
5196864,"K02695.01","CANDIDATE",2.50343279,1.002e-05,-1.002e-05,1.534,1156,20.23,2.7,-2.43,1147.0,408.12,1.178,13.20,5174.00,4.483,0.8400,294.543730,40.313862
11071200,"K02696.01","CANDIDATE",96.4562198,0.0004226,-0.0004226,11.195,950.5,9.1,1.63,-3.03,727.0,65.96,0.775,54.60,7029.00,3.806,2.7040,284.415920,48.658020
11071200,"K02696.02","CANDIDATE",44.5643831,0.0003501,-0.0003501,7.874,360.5,5.8,1.04,-1.93,940.0,184.67,0.851,27.00,7029.00,3.806,2.7040,284.415920,48.658020
6627507,"K02697.01","FALSE POSITIVE",7.37453336,2.516e-05,-2.516e-05,3.745,304.4,87.08,13.87,-30.05,1654.0,1770.84,1.139,33.10,5028.00,3.289,4.9910,297.295200,42.011681
5128673,"K02698.01","CONFIRMED",87.9724227,0.0005198,-0.0005198,14.638,866.7,3.39,0.52,-0.52,446.0,9.37,0.015,64.60,5837.00,4.305,1.1590,298.835880,40.293140
6690836,"K02699.01","CONFIRMED",0.568874717,5.7e-07,-5.7e-07,1.2177,378.4,1.49,0.24,-0.11,1796.0,2473.19,0.05,50.40,5223.00,4.593,0.7800,291.611880,42.115971
8639908,"K02700.01","CANDIDATE",0.910020582,2.287e-06,-2.287e-06,1.7956,358.1,1.12,0.11,-0.11,1127.0,380.16,0.79,29.90,4297.00,4.725,0.5330,297.003540,44.775089
6346809,"K02775.01","CANDIDATE",17.57704569,5.589e-05,-5.589e-05,2.022,670,27.21,6.98,-3.74,673.0,48.33,1.25,19.10,5653.00,4.442,0.9010,285.098720,41.775921
4275117,"K02776.01","FALSE POSITIVE",1.00652785,3.49e-06,-3.49e-06,1.3175,125.9,1.03,0.3,-0.1,1815.0,2556.97,0.467,17.90,6089.00,4.527,0.8890,294.638340,39.397980
6545051,"K02777.01","FALSE POSITIVE",1.99566293,2.996e-05,-2.996e-05,4.514,197,1.11,0.16,-0.09,1182.0,462.26,0.564,21.90,5235.00,4.595,0.7710,297.820560,41.966930
7769819,"K02778.01","CONFIRMED",2.21571296,7.627e-06,-7.627e-06,1.8211,285.1,1.7,0.36,-0.25,1283.0,638.56,0.796,22.10,5417.00,4.447,0.9010,297.020080,43.432549
11874577,"K02779.01","CONFIRMED",34.4585495,0.0002173,-0.0002173,7.434,431,1.88,0.53,-0.17,559.0,23.05,0.626,23.70,6161.00,4.545,0.8620,296.772830,50.188419
12164564,"K02780.01","CONFIRMED",3.35184041,1.163e-05,-1.163e-05,1.9855,345.3,1.88,0.6,-0.19,1294.0,661.69,0.091,20.00,6198.00,4.464,1.0050,294.294530,50.725368
8190354,"K02781.01","FALSE POSITIVE",1.615758517,6.748e-06,-6.748e-06,1.734,41.7,1.31,0.32,-0.36,2158.0,5140.67,0.234,18.00,5622.00,3.813,2.0170,299.057250,44.074902
3957082,"K02864.01","FALSE POSITIVE",3.77881664,4.089e-05,-4.089e-05,5.819,47.1,3.99,0.1,-1.92,2580.0,10473.57,0.628,22.20,6115.00,3.267,5.5440,292.237820,39.005070
8681833,"K02865.01","CONFIRMED",1.311558909,5.764e-06,-5.764e-06,1.919,141.3,1.15,0.35,-0.12,1655.0,1776.99,0.218,17.20,5926.00,4.501,0.9630,288.886630,44.839550
4138951,"K02866.01","CONFIRMED",1.291233083,5.712e-06,-5.712e-06,1.855,66,0.89,0.26,-0.11,1887.0,2993.70,0.2,15.90,6384.00,4.419,1.0860,285.752040,39.249210
9899181,"K02867.01","FALSE POSITIVE",1.332560553,9.321e-06,-9.321e-06,3.315,31.7,0.4,0.02,-0.02,1249.0,574.99,0.37,26.10,4947.00,4.621,0.7140,295.150510,46.772305
9899181,"K02867.02","FALSE POSITIVE",18.936061,0.001429,-0.001429,22.27,24.3,0.34,0.03,-0.01,516.0,16.70,0.285,14.00,4947.00,4.621,0.7140,295.150510,46.772305
8884274,"K02868.01","CONFIRMED",10.65275054,6.451e-05,-6.451e-05,2.684,740.7,2.2,0.49,-0.19,737.0,69.81,0.051,17.50,5602.00,4.571,0.8170,291.349980,45.172272
7767162,"K02869.01","CONFIRMED",3.30040818,2.21e-05,-2.21e-05,4.462,98.8,1.43,0.26,-0.19,1543.0,1341.90,0.008,19.30,6333.00,4.229,1.4380,296.293550,43.403271
4571536,"K02954.01","FALSE POSITIVE",0.676715927,2.116e-06,-2.116e-06,0.63,264.5,1.29,0.18,-0.13,1735.0,2135.80,0.652,14.50,5334.00,4.560,0.7330,294.345180,39.683929
5108946,"K02955.01","FALSE POSITIVE",0.591280187,1.335e-06,-1.335e-06,1.1656,135,1.3,0.42,-0.14,2385.0,7620.01,0.395,21.60,6246.00,4.433,1.0920,294.471250,40.278759
8801316,"K02956.01","CONFIRMED",3.93766786,3.442e-05,-3.442e-05,4.655,24.3,1.36,0.16,-0.37,1947.0,3388.82,0.226,16.80,6277.00,3.728,2.7410,283.453190,45.084141
10904004,"K02957.01","CANDIDATE",4.64490141,3.836e-05,-3.836e-05,2.456,106.4,0.76,0.03,-0.04,832.0,113.62,0.058,11.70,4786.00,4.540,0.7700,282.343050,48.340778
10597693,"K02958.01","CANDIDATE",31.6084371,0.000242,-0.000242,3.675,331.6,1.89,0.61,-0.2,634.0,38.10,0.022,16.20,6341.00,4.446,1.0330,290.928800,47.887249
7466270,"K02959.01","CANDIDATE",16.1558656,0.0001418,-0.0001418,3.798,731.3,2.04,0.14,-0.18,455.0,10.10,0.973,17.50,4504.00,4.713,0.5300,297.272220,43.098721
10876237,"K02960.01","FALSE POSITIVE",1.465943491,5.604e-06,-5.604e-06,1.513,52.3,1.6,0.31,-0.57,2472.0,8804.60,0.211,15.80,6230.00,3.847,2.1900,297.317600,48.239368
7050989,"K00312.02","CONFIRMED",16.39926461,3.373e-05,-3.373e-05,3.4108,220.8,1.94,0.34,-0.26,847.0,121.53,0.115,46.40,6156.00,4.284,1.3030,296.467320,42.598785
7281454,"K03055.01","FALSE POSITIVE",0.566805887,,,5.2317,1.7,0.08,0,-0.01,1554.0,1368.32,0.762,0.80,5000.00,4.708,0.5490,291.601750,42.863880
7216284,"K03056.01","CONFIRMED",6.69958851,4.296e-05,-4.296e-05,2.831,253.7,1.24,0.22,-0.09,806.0,99.83,0,13.60,5296.00,4.586,0.7990,296.203830,42.777828
3234843,"K03057.01","CONFIRMED",29.72722,0.0002016,-0.0002016,3.45,1010.2,3.02,0.91,-0.29,557.0,22.70,0.744,19.40,5815.00,4.540,0.8770,291.409450,38.340019
3234843,"K03057.02","CONFIRMED",10.61368712,6.192e-05,-6.192e-05,3.498,559.8,2.06,0.63,-0.19,785.0,89.65,0.024,18.90,5815.00,4.540,0.8770,291.409450,38.340019
8192911,"K03058.01","FALSE POSITIVE",7.53887442,8.726e-05,-8.726e-05,3.147,342.1,1.33,0.14,-0.12,751.0,75.14,0.727,13.60,5318.00,4.601,0.6670,299.728450,44.031811
10554967,"K03059.01","FALSE POSITIVE",0.53633519,8.81e-07,-8.81e-07,1.0547,444.1,1.81,0.44,-0.14,1974.0,3603.58,0.489,29.90,5508.00,4.569,0.8400,298.653170,47.713711
6504534,"K03152.01","FALSE POSITIVE",28.162612575,2.663e-06,-2.663e-06,3.19576,37749.6,23.52,1.95,-2.35,470.0,11.52,0.952,912.70,4936.00,4.540,0.7610,285.167110,41.967079
6307062,"K03153.01","FALSE POSITIVE",75.378956896,8.742e-06,-8.742e-06,7.70352,539175,58.76,10.36,-4.8,365.0,4.17,0.273,1886.60,5420.00,4.596,0.7710,297.629120,41.641510
5217733,"K03155.01","FALSE POSITIVE",161.2529031,0.0003288,-0.0003288,24.3711,94008,59.07,27.44,-11.79,652.0,42.81,0.227,576.60,9341.00,4.222,1.8700,298.936460,40.391750
4150611,"K03156.01","CANDIDATE",0.761119678,3.672e-06,-3.672e-06,1.43,1112,27.81,6.87,-11.17,2977.0,18660.94,1.129,9.70,6911.00,4.038,1.5010,289.742490,39.267059
4150611,"K03156.02","FALSE POSITIVE",1.434200327,6.33e-06,-6.33e-06,5.968,3097.3,44.76,11.06,-17.98,2410.0,7985.65,1.208,39.10,6911.00,4.038,1.5010,289.742490,39.267059
4150611,"K03156.03","FALSE POSITIVE",8.653098686,3.789e-06,-3.789e-06,3.9071,60715,77.15,19.07,-30.99,1324.0,725.95,1.11,262.60,6911.00,4.038,1.5010,289.742490,39.267059
4150611,"K03156.04","FALSE POSITIVE",94.212787,0.001547,-0.001547,14.48,55654,35.89,8.87,-14.42,597.0,30.09,0.001,112.30,6911.00,4.038,1.5010,289.742490,39.267059
7285757,"K03271.01","CONFIRMED",19.5489666,0.0001396,-0.0001396,1.78,523.8,1.89,0.35,-0.15,579.0,26.62,0.83,12.60,5549.00,4.600,0.7320,292.958190,42.854889
7285757,"K03271.02","CANDIDATE",7.41834569,6.474e-05,-6.474e-05,2.462,234,1.12,0.21,-0.09,800.0,96.90,0.049,11.20,5549.00,4.600,0.7320,292.958190,42.854889
4948730,"K03272.01","FALSE POSITIVE",23.0295222,0.0002012,-0.0002012,7.96,548.2,20.81,6.1,-2.6,645.0,40.87,1.173,27.70,5877.00,4.445,0.9590,297.825440,40.087990
